ModelReleaseYear,Make,ModelReleaseVersion,Model,Variant,EngineDisplacement,EngineConfiguration,EngineInduction,FwdGearsNo,TransmissionTypeDescription,SideDoorNo,SeatingCapacity,BodyStyle,DrivingWheelsNo,FuelType,CO2EmissionsCombined,CO2EmissionsUrban,CO2EmissionsExtraUrban,FuelConsumptionCombined,FuelConsumptionUrban,FuelConsumptionExtraUrban,EnergyConsumptionWhkm,ElectricRangeKm,AirPollutionStandard,StationaryNoiseData,TestSpeed,IsCurrentModel,ModelEndYear,FuelLifeCycleCO2,AnnualTailpipeCO2,Test Cycle,AnnualFuelCost
2018,Volkswagen,MY18,Golf,R Wolfsburg Edition,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2019,209,2.32,,1895
2018,Volkswagen,MY18,Golf,R Grid Edition,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2019,209,2.32,,1895
2018,Volkswagen,MY18,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2019,209,2.32,,1895
2017,Volkswagen,MY17,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2018,209,2.32,,1895
2016,Skoda,MY17,Superb,Style 206TSI 4x4 DSG,2,4cyl,Turbo,6,Auto,4,5,Sedan,4,Petrol 98RON,166,207,143,7.3,9.1,6.3,,,Euro 6,77,3750,No,2020,212,2.32,,1921
2016,Volkswagen,MY17,Passat,206TSI R-Line,2,4cyl,Turbo,6,Auto,4,5,Sedan,4,Petrol 98RON,166,207,143,7.3,9.1,6.3,,,Euro 5,76,3750,No,2019,212,2.32,,1921
2015,Volkswagen,,Golf,R Wolfsburg Edition,2,4cyl,Turbo,6,Auto,4,5,Wagon,4,Petrol 98RON,167,205,145,7.2,8.9,6.2,,,Euro 5,77,3750,No,2017,209,2.34,,1895
2016,Skoda,MY17,Superb,Style 206TSI 4x4 DSG,2,4cyl,Turbo,6,Auto,4,5,Wagon,4,Petrol 98RON,167,207,144,7.3,9.1,6.3,,,Euro 6,77,3750,No,2020,212,2.34,,1921
2020,Volkswagen,MY20,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,167,207,144,7.3,9,6.3,,,Euro 6,89,3750,No,2021,212,2.34,,1921
2018,Volkswagen,MY19,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,167,207,144,7.3,9,6.3,,,Euro 6,89,3750,No,2020,212,2.34,,1921
2018,Volkswagen,MY18,Golf,R Wolfsburg Edition,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,167,207,144,7.3,9,6.3,,,Euro 6,89,3750,No,2019,212,2.34,,1921
2018,Volkswagen,MY18,Golf,R Grid Edition,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,167,207,144,7.3,9,6.3,,,Euro 6,89,3750,No,2019,212,2.34,,1921
2018,Volkswagen,MY18,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,167,207,144,7.3,9,6.3,,,Euro 6,89,3750,No,2019,212,2.34,,1921
2010,Audi,,A5 Coupe,2.0T Multitronic,2,2cyl,Turbo,1,CVT,2,4,Coupe,2,Petrol 98RON,167,221,134,7.1,9.4,5.7,,,Euro 5,71,3750,No,2012,206,2.34,,1869
2009,Audi,,A5 Coupe,2.0T Multitronic,2,2cyl,Turbo,1,CVT,2,4,Coupe,2,Petrol 98RON,167,221,134,7.1,9.4,5.7,,,Euro 4,71,3750,No,2011,206,2.34,,1869
2017,MINI,F60,John Cooper Works ALL4,Countryman,1.6,4cyl,Turbo,8,Auto,4,5,Wagon,4,Petrol 98RON,168,203,148,7.4,8.9,6.5,,,Euro 6,80,3750,No,2017,215,2.35,,1948
2017,MINI,F60,John Cooper Works ALL4,Countryman,2,4cyl,Turbo,8,Auto,4,5,Wagon,4,Petrol 98RON,168,203,148,7.4,8.9,6.5,,,Euro 6,80,3750,No,2019,215,2.35,,1948
2019,Mercedes-Benz,177,A Class,A35 AMG 4MATIC,2,4cyl,Turbo,7,Auto,4,5,Sedan,4,Petrol 98RON,168,209,143,7.4,9.3,6.3,,,Euro 6,77,3750,No,2021,215,2.35,,1948
2019,Mercedes-Benz,177,A Class,A35 AMG 4MATIC,2,4cyl,Turbo,7,Auto,4,5,Sedan,4,Petrol 98RON,168,209,143,7.4,9.3,6.3,,,Euro 6,77,3750,Yes,0,215,2.35,,1948
2018,BMW,F39,X2,M35i,2,4cyl,Turbo,8,Auto,4,5,Wagon,4,Petrol 98RON,168,209,144,7.4,9.2,6.3,,,Euro 6,98,3750,Yes,0,215,2.35,,1948
2022,Volkswagen,MY23,Golf,R 235TSI,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,168,211,143,7.4,9.2,6.2,,,Euro 6,86,3750,No,2023,215,2.35,,1948
2019,BMW,G30,5 Series,540i,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Petrol 98RON,168,213,142,7.3,9.3,6.2,,,Euro 6,84,3750,Yes,0,212,2.35,,1921
2015,Mercedes-Benz,,CLA Class,CLA45 AMG 4MATIC SB,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,168,215,142,7.2,9.2,6,,,Euro 6,103,3750,No,2015,209,2.35,,1895
2010,Peugeot,,RCZ,,1.6,4cyl,Turbo,6,Auto,2,4,Sedan,2,Petrol 98RON,168,240,128,7.3,10.3,5.5,,,Euro 5,76,3750,No,2019,212,2.35,,1921
2006,Volkswagen,,Polo,Match 5dr,1.6,4cyl,Normal,5,Manual,4,4,Hatch,2,Petrol 98RON,169,,,7.1,,,,,Euro 4,80,4200,No,2010,206,2.37,,1869
2019,BMW,G02,X4,xDrive30i,3,6cyl,Turbo,8,Auto,4,5,Wagon,4,Petrol 98RON,169,196,154,7.4,8.6,6.7,,,Euro 6,81,3750,Yes,0,215,2.37,,1948
2016,Skoda,MY16,Superb,Style 206TSI 4x4 DSG,2,4cyl,Turbo,6,Auto,4,5,Wagon,4,Petrol 98RON,169,209,146,7.2,8.9,6.2,,,Euro 6,77,3750,No,2017,209,2.37,,1895
2016,Skoda,MY16,Superb,Style 206TSI 4x4 DSG,2,4cyl,Turbo,6,Auto,4,5,Sedan,4,Petrol 98RON,169,209,146,7.2,8.9,6.2,,,Euro 6,77,3750,No,2017,209,2.37,,1895
2019,Mercedes-Benz,118,CLA Class,CLA35 AMG 4MATIC,2,4cyl,Turbo,7,Auto,4,5,Coupe,4,Petrol 98RON,169,210,144,7.5,9.3,6.3,,,Euro 6,77,3750,Yes,0,218,2.37,,1974
2019,Mercedes-Benz,118,CLA Class,CLA35 AMG 4MATIC,2,4cyl,Turbo,7,Auto,4,5,Coupe,4,Petrol 98RON,169,210,144,7.5,9.3,6.3,,,Euro 6,77,3750,No,2021,218,2.37,,1974
2016,Porsche,982,718 Boxster S,,2.5,4cyl,Turbo,7,Auto,2,2,Convertible,2,Petrol 98RON,169,218,139,7.4,9.6,6.1,,,Euro 6,97,3750,No,2020,215,2.37,,1948
2016,Porsche,982,718 Cayman S,,2.5,4cyl,Turbo,7,Auto,2,2,Convertible,2,Petrol 98RON,169,218,139,7.4,9.6,6.1,,,Euro 6,97,3750,No,2018,215,2.37,,1948
2016,Porsche,982,718 Cayman S,,2.5,4cyl,Turbo,7,Auto,2,2,Coupe,2,Petrol 98RON,169,218,139,7.4,9.6,6.1,,,Euro 6,97,3750,No,2020,215,2.37,,1948
2016,Porsche,718,982,Boxster S,2.5,4cyl,Turbo,7,Auto,2,2,Convertible,2,Petrol 98RON,169,218,139,7.4,9.6,6.1,,,Euro 6,97,3750,No,2021,215,2.37,,1948
2016,Porsche,718,982,Cayman S,2.5,4cyl,Turbo,7,Auto,2,2,Coupe,2,Petrol 98RON,169,218,139,7.4,9.6,6.1,,,Euro 6,97,3750,No,2021,215,2.37,,1948
2019,BMW,G29,Z4,M40i,3,6cyl,Turbo,8,Auto,2,2,Convertible,2,Petrol 98RON,169,218,141,7.4,9.5,6.2,,,Euro 6,91,3750,Yes,0,215,2.37,,1948
2016,Porsche,991 II,911,Carrera,3,6cyl,Turbo,7,Auto,2,4,Coupe,2,Petrol 98RON,169,224,137,7.4,9.9,6,,,Euro 6,95,3750,No,2019,215,2.37,,1948
2009,Audi,,A5 Coupe,2.0T FSI quattro Manual,2,4cyl,Turbo,6,Manual,2,4,Coupe,4,Petrol 98RON,169,226,135,7.3,9.7,5.8,,,Euro 4,71,3750,No,2012,212,2.37,,1921
2018,Volkswagen,MY19,Passat,206TSI ProLine,2,4cyl,Turbo,6,Auto,4,5,Wagon,4,Petrol 98RON,170,210,147,7.4,9.2,6.4,,,Euro 5,76,3750,No,2020,215,2.38,,1948
2018,Volkswagen,MY19,Passat,206TSI R-Line,2,4cyl,Turbo,6,Auto,4,5,Wagon,4,Petrol 98RON,170,210,147,7.4,9.2,6.4,,,Euro 5,76,3750,No,2020,215,2.38,,1948
2016,Volkswagen,MY17,Passat,206TSI R-Line,2,4cyl,Turbo,6,Auto,4,5,Wagon,4,Petrol 98RON,170,210,147,7.4,9.2,6.4,,,Euro 5,76,3750,No,2019,215,2.38,,1948
2018,Volkswagen,MY19,Arteon,206TSI R-Line,2,4cyl,Turbo,7,Auto,4,5,Coupe,4,Petrol 98RON,170,215,145,7.5,9.4,6.3,,,Euro 6,76,3750,No,2020,218,2.38,,1974
2017,Volkswagen,MY18,Arteon,206TSI R-Line,2,4cyl,Turbo,7,Auto,4,5,Coupe,4,Petrol 98RON,170,215,145,7.5,9.4,6.3,,,Euro 6,76,3750,No,2019,218,2.38,,1974
2026,Mercedes-Benz,X254,C-Class,GLC 200 AVANTGARDE 4MATIC SUV,2,4cyl,Normal,9,Auto,4,5,SUV,4,Petrol 98RON,170,222,140,7.5,9.8,6.2,,,Euro 6,75,3325,Yes,0,218,2.38,,1974
2015,Volkswagen,,Golf,R,2,4cyl,Turbo,6,Manual,4,5,Hatch,4,Petrol 98RON,170,223,143,7.3,9.6,6.1,,,Euro 6,88,3750,No,2017,212,2.38,,1921
2015,Volkswagen,,Golf,R,2,4cyl,Turbo,6,Manual,4,5,Hatch,4,Petrol 98RON,170,223,143,7.3,9.6,6.1,,,Euro 6,88,3750,No,2015,212,2.38,,1921
2014,Volkswagen,,Golf,R,2,4cyl,Turbo,6,Manual,4,5,Hatch,4,Petrol 98RON,170,223,143,7.3,9.6,6.1,,,Euro 6,88,3750,No,2014,212,2.38,,1921
2016,Porsche,982,718 Cayman,,2,4cyl,Turbo,6,Manual,2,2,Coupe,2,Petrol 98RON,170,227,139,7.5,10,6.1,,,Euro 6,97,3750,No,2020,218,2.38,,1974
2016,Porsche,982,718 Cayman,,2,4cyl,Turbo,6,Manual,2,2,Convertible,2,Petrol 98RON,170,227,139,7.5,10,6.1,,,Euro 6,97,3750,No,2018,218,2.38,,1974
2016,Porsche,718,982,Cayman,2,4cyl,Turbo,6,Manual,2,2,Coupe,2,Petrol 98RON,170,227,139,7.5,10,6.1,,,Euro 6,97,3750,No,2021,218,2.38,,1974
2026,Toyota,,C-HR,,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,89,85,95,4,3.8,4.2,,,Euro 5,67,2500,Yes,0,116,1.25,,918
2022,Toyota,,Corolla Cross,2.0L Hybrid 2WD,2,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,97,93,102,4.3,4.1,4.5,,,Euro 5,72,2500,No,2023,125,1.36,,987
2022,Toyota,,Corolla Cross,2.0L Hybrid AWD,2,4cyl,Normal,1,CVT,4,5,Hatch,4,Petrol 91RON,101,97,105,4.4,4.3,4.6,,,Euro 5,70,2500,No,2024,128,1.41,,1010
2017,Suzuki,AZ,Swift,GL,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,106,134,90,4.6,5.8,3.9,,,Euro 5,74,3750,No,2025,133,1.48,,1056
2017,Suzuki,,Ignis,GL,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,107,130,94,4.7,5.6,4.1,,,Euro 5,77,3750,Yes,0,136,1.5,,1079
2015,Suzuki,,Celerio,,1,3cyl,Normal,5,Manual,4,4,Hatch,2,Petrol 91RON,108,133,94,4.7,5.8,4.1,,,Euro 5,76,3750,No,2020,136,1.51,,1079
2014,Mitsubishi,A0,Mirage,ES,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,109,130,97,4.6,5.5,4.1,,,Euro 4,82,3750,No,2016,133,1.53,,1056
2019,Mitsubishi,19MY,Mirage,BLACK EDITION,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,109,131,96,4.7,5.7,4.1,,,Euro 5,82,3750,No,2019,136,1.53,,1079
2019,Mitsubishi,20MY,Mirage,ES,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,109,131,96,4.7,5.7,4.1,,,Euro 5,82,3750,No,2022,136,1.53,,1079
2018,Mitsubishi,19MY,Mirage,ES,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,109,131,96,4.7,5.7,4.1,,,Euro 5,82,3750,No,2019,136,1.53,,1079
2017,Mitsubishi,18MY,Mirage,ES,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,109,131,96,4.7,5.7,4.1,,,Euro 5,82,3750,No,2018,136,1.53,,1079
2016,Mitsubishi,17MY,Mirage,ES,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,109,131,96,4.7,5.7,4.1,,,Euro 5,82,3750,No,2018,136,1.53,,1079
2019,Mitsubishi,20MY,Mirage,ES,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,109,134,95,4.7,5.8,4.1,,,Euro 5,84,3750,No,2022,136,1.53,,1079
2018,Mitsubishi,19MY,Mirage,ES,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,109,134,95,4.7,5.8,4.1,,,Euro 5,84,3750,No,2019,136,1.53,,1079
2016,Mitsubishi,18MY,Mirage,ES,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,109,134,95,4.7,5.8,4.1,,,Euro 5,84,3750,No,2018,136,1.53,,1079
2014,Mitsubishi,A0,Mirage,ES,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,109,135,94,4.6,5.7,3.9,,,Euro 4,82,3750,No,2016,133,1.53,,1056
2017,Suzuki,AZ,Swift,GL,1.2,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,110,135,96,4.8,5.8,4.2,,,Euro 5,74,3750,No,2025,139,1.54,,1102
2018,Kia,2019,Picanto,GT,1,3cyl,Turbo,5,Manual,4,5,Hatch,2,Petrol 91RON,110,140,92,4.8,6.2,4,,,Euro 5,72,3375,No,2020,139,1.54,,1102
2015,Suzuki,,Celerio,,1,3cyl,Normal,5,CVT,4,4,Hatch,2,Petrol 91RON,112,135,98,4.8,5.9,4.2,,,Euro 5,76,3750,No,2020,139,1.57,,1102
2014,Mitsubishi,A0,Mirage,LS,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,113,139,98,4.8,5.9,4.1,,,Euro 4,82,3750,No,2016,139,1.58,,1102
2017,Suzuki,,Ignis,GL,1.2,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,114,133,103,4.9,5.7,4.4,,,Euro 5,77,3750,Yes,0,142,1.6,,1125
2017,Suzuki,,Ignis,GLX,1.2,4cyl,Normal,1,CVT,4,4,Hatch,2,Petrol 91RON,114,133,103,4.9,5.7,4.4,,,Euro 5,77,3750,Yes,0,142,1.6,,1125
2014,Audi,,A3 Cabriolet,1.4 TFSI CoD S tronic,1.4,4cyl,Turbo,7,Auto,2,4,Convertible,2,Petrol 91RON,114,139,99,4.9,6,4.3,,,Euro 6,74,3750,No,2014,142,1.6,,1125
2014,Audi,110kW,A3 Cabriolet,1.4 TFSI CoD S tronic,1.4,4cyl,Turbo,7,Auto,2,4,Convertible,2,Petrol 91RON,114,139,99,4.9,6,4.3,,,Euro 6,74,3750,No,2016,142,1.6,,1125
2014,Mazda,,2,"Maxx, Genki",1.5,4cyl,Normal,6,Auto,4,5,Hatch,2,Petrol 91RON,114,142,97,4.9,6.1,4.2,,,Euro 5,75,3750,Yes,0,142,1.6,,1125
2020,Toyota,,Yaris,,1.5,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,114,142,97,4.9,6.1,4.2,,,Euro 5,78,3750,Yes,0,142,1.6,,1125
2014,Mitsubishi,A0,Mirage,LS,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,115,132,105,4.9,5.6,4.4,,,Euro 4,82,3750,No,2016,142,1.61,,1125
2019,Mitsubishi,20MY,Mirage,BLACK EDITION,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,115,135,104,5,5.8,4.5,,,Euro 5,82,3750,No,2022,145,1.61,,1148
2019,Mitsubishi,20MY,Mirage,LS,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,115,135,104,5,5.8,4.5,,,Euro 5,82,3750,No,2022,145,1.61,,1148
2018,Mitsubishi,19MY,Mirage,LS,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,115,135,104,5,5.8,4.5,,,Euro 5,82,3750,No,2019,145,1.61,,1148
2016,Mitsubishi,17MY,Mirage,LS,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,115,135,104,5,5.8,4.5,,,Euro 5,82,3750,No,2018,145,1.61,,1148
2016,Mitsubishi,18MY,Mirage,LS,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,115,135,104,5,5.8,4.5,,,Euro 5,82,3750,No,2018,145,1.61,,1148
2013,Ford,WZ,Fiesta,Sport,1,3cyl,Turbo,5,Manual,4,5,Sedan,2,Petrol 91RON,115,147,96,4.9,6.3,4.1,,,Euro 5,73,3750,Yes,0,142,1.61,,1125
2025,Kia,,Stonic,S 1.0T 48V Mild-Hybrid,1,3cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 91RON,116,135,105,5,5.8,4.5,,,Euro 5,81,4500,Yes,0,145,1.62,,1148
2025,Kia,,Stonic,Sport 1.0T 48V Mild-Hybrid,1,3cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 91RON,116,135,105,5,5.8,4.5,,,Euro 5,81,4500,Yes,0,145,1.62,,1148
2025,Kia,,Stonic,GT-Line 1.0T 48V Mild-Hybrid,1,3cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 91RON,116,135,105,5,5.8,4.5,,,Euro 5,81,4500,Yes,0,145,1.62,,1148
2015,Mitsubishi,A0,Mirage,ES,1.2,3cyl,Normal,1,CVT,4,5,Sedan,2,Petrol 91RON,116,138,103,4.9,5.9,4.3,,,Euro 4,78,3750,No,2017,142,1.62,,1125
2015,Mitsubishi,A0,Mirage,LS,1.2,3cyl,Normal,1,CVT,4,5,Sedan,2,Petrol 91RON,116,138,103,4.9,5.9,4.3,,,Euro 4,78,3750,No,2017,142,1.62,,1125
2015,Mitsubishi,A0,Mirage,ES,1.2,3cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,116,139,102,4.9,5.9,4.3,,,Euro 4,78,3750,No,2017,142,1.62,,1125
2020,Kia,2021,Picanto,S,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,117,147,99,5,6.3,4.2,,,Euro 5,76,3750,Yes,0,145,1.64,,1148
2020,Kia,2021,Picanto,GT-Line,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,117,147,99,5,6.3,4.2,,,Euro 5,76,3750,Yes,0,145,1.64,,1148
2019,Kia,2019,Picanto,GT-Line,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,117,147,99,5,6.3,4.2,,,Euro 5,76,3750,No,2020,145,1.64,,1148
2018,Kia,2019,Picanto,X-Line,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,117,147,99,5,6.3,4.2,,,Euro 5,76,3750,No,2020,145,1.64,,1148
2017,Kia,,Picanto,S,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,117,147,99,5,6.3,4.2,,,Euro 5,76,3750,No,2020,145,1.64,,1148
2003,Daihatsu,,Charade,,1,3cyl,Normal,5,Manual,2,4,Hatch,2,Petrol 91RON,118,,,5,,,,,Euro 2,,,No,2006,145,1.65,,1148
2013,Audi,,A1 Sportback,1.2 TFSI Attraction,1.2,4cyl,Turbo,5,Manual,2,4,Hatch,2,Petrol 91RON,118,143,103,5.1,6.2,4.4,,,Euro 5,78,3600,No,2015,148,1.65,,1171
2012,Audi,,A1,1.2 TFSI Attraction,1.2,4cyl,Turbo,5,Manual,2,4,Hatch,2,Petrol 91RON,118,143,103,5.1,6.2,4.4,,,Euro 5,78,3600,No,2014,148,1.65,,1171
2016,Suzuki,,Baleno,GL,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,118,145,102,5.1,6.3,4.4,,,Euro 5,77,3750,No,2025,148,1.65,,1171
2014,Mazda,,2,"Maxx, Genki",1.5,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,121,153,102,5.2,6.6,4.4,,,Euro 5,75,3750,Yes,0,151,1.69,,1194
2013,Ford,WZ,Fiesta,Sport,1,3cyl,Turbo,6,Auto,4,5,Sedan,2,Petrol 91RON,121,164,97,5.3,7.1,4.2,,,Euro 5,73,3750,No,2016,154,1.69,,1217
2010,Audi,,A1,1.4TFSI,1.4,4cyl,Turbo,7,Auto,2,4,Hatch,2,Petrol 91RON,122,150,106,5.3,6.5,4.6,,,Euro 4,77,3750,No,2011,154,1.71,,1217
2016,Holden,MP,SPARK,MT,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,122,154,101,5.2,6.7,4.3,,,Euro 6,76,3750,No,2018,151,1.71,,1194
2017,Holden,MP,SPARK,MT,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,122,154,101,5.3,6.8,4.4,,,Euro 6,76,3750,No,2020,154,1.71,,1217
2020,Kia,2021,Picanto,GT,1,3cyl,Turbo,5,Manual,4,5,Hatch,2,Petrol 91RON,122,157,102,5.2,6.8,4.4,,,Euro 5,72,3375,Yes,0,151,1.71,,1194
2020,Kia,2021,Rio,GT-Line,1,3cyl,Turbo,7,Other,4,5,Hatch,2,Petrol 91RON,124,145,111,5.3,6.3,4.8,,,Euro 5,74,4500,Yes,0,154,1.74,,1217
2020,Toyota,,Yaris Cross,,1.5,3cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,124,150,109,5.4,6.6,4.8,,,Euro 5,76,3750,Yes,0,157,1.74,,1240
2010,Audi,,A1,1.4TFSI,1.4,4cyl,Turbo,6,Manual,2,4,Hatch,2,Petrol 91RON,124,158,104,5.3,6.8,4.4,,,Euro 4,77,3750,No,2011,154,1.74,,1217
2026,Honda,,CR-V,e:HEV X,2,4cyl,Normal,1,Auto,4,5,SUV,2,Petrol 91RON,125,112,133,5.5,4.9,5.8,,,Euro 5,55,3750,Yes,0,160,1.75,NEDC,1263
2026,Honda,,CR-V,e:HEV L,2,4cyl,Normal,1,Auto,4,5,SUV,2,Petrol 91RON,125,112,133,5.5,4.9,5.8,,,Euro 5,55,3750,Yes,0,160,1.75,NEDC,1263
2023,Honda,,CR-V,e:HEV RS,2,4cyl,Normal,1,Auto,4,5,SUV,2,Petrol 91RON,125,112,133,5.5,4.9,5.8,,,Euro 5,71,3750,No,2026,160,1.75,,1263
2018,Kia,2019,Rio,GT-Line,1,3cyl,Turbo,7,Other,4,5,Hatch,2,Petrol 91RON,125,141,116,5.4,6.2,5,,,Euro 5,75,4500,No,2020,157,1.75,,1240
2024,Hyundai,2025,i30,1.5 T-GDI,1.5,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 91RON,125,143,115,5.5,6.4,5.1,,,Euro 6,77,3750,Yes,0,160,1.75,,1263
2020,Kia,2021,Stonic,GT-Line,1,3cyl,Turbo,7,Other,4,5,Hatch,2,Petrol 91RON,125,147,112,5.4,6.4,4.9,,,Euro 5,74,4500,Yes,0,157,1.75,,1240
2012,Holden,MJ,Barina Spark,CD,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,125,156,106,5.2,6.5,4.4,,,Euro 5,77,3750,No,2016,151,1.75,,1194
2016,Kia,,Picanto,Si,1.3,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,125,157,106,5.3,6.7,4.5,,,Euro 5,82,3750,No,2017,154,1.75,,1217
2023,Kia,,Picanto,GT-Line MT,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,125,157,107,5.4,6.8,4.6,,,Euro 5,76,3750,Yes,0,157,1.75,,1240
2023,Kia,,Picanto,Sport MT,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,125,157,107,5.4,6.8,4.6,,,Euro 5,76,3750,Yes,0,157,1.75,,1240
2011,Kia,2012,Rio,1.6 + ISG,1.6,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,125,169,100,5.3,7.1,4.2,,,Euro 4,85,4725,No,2013,154,1.75,,1217
2024,Hyundai,2025,i30,1.5 T-GDI,1.5,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 91RON,126,150,113,5.6,6.6,5,,,Euro 6,76,3750,Yes,0,162,1.76,,1286
2019,Suzuki,,Baleno,GL / GLX,1.4,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,126,156,109,5.4,6.7,4.7,,,Euro 5,73,3750,No,2025,157,1.76,,1240
2016,Suzuki,,Baleno,GL,1.4,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,126,156,109,5.4,6.7,4.7,,,Euro 5,73,3750,No,2020,157,1.76,,1240
2020,Toyota,,Yaris,,1.5,3cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,126,162,105,5.4,7,4.5,,,Euro 5,77,3750,Yes,0,157,1.76,,1240
2014,Mazda,,2,Neo,1.5,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,126,167,102,5.4,7.2,4.4,,,Euro 5,75,3750,Yes,0,157,1.76,,1240
2012,Hyundai,,i20,1.4,1.4,4cyl,Normal,6,Manual,2,5,Hatch,2,Petrol 91RON,126,169,101,5.3,7.1,4.2,,,Euro 4,80,3750,No,2015,154,1.76,,1217
2011,Kia,2012,Rio,1.4 + ISG,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,126,169,102,5.3,7.1,4.3,,,Euro 4,86,4725,No,2013,154,1.76,,1217
2016,Ford,WZ,Fiesta,Sport,1,3cyl,Turbo,6,Auto,4,5,Sedan,2,Petrol 91RON,126,170,100,5.4,7.3,4.3,,,Euro 5,73,3750,Yes,0,157,1.76,,1240
2003,Daihatsu,,Sirion,,1,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,127,,,5.4,,,,,Euro 2,,,No,2005,157,1.78,,1240
2011,Holden,MJ,Barina Spark,CDX,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,127,165,105,5.5,7.2,4.5,,,Euro 5,77,3750,No,2013,160,1.78,,1263
